;"6"
"2018"",""ip"":""80.193.56.110"",""gift_type"":"""",""gift_amount"":"""",""external_campaign_id"":""57084"",""phid"":""27de327e11d97920b5545a32efd02380"",""waid"":""5615f09646639b3970bb7cb8c6b071bd"",""gos"":""windows8"",""gcampaign_id"":""3760"",""gproduct_id"":""2566";"1"
"20180";"53"
"20180"",""creative"":""";"23"
"2020"",""ip"":""37.21.171.150"",""gift_type"":"""",""gift_amount"":"""",""external_campaign_id"":""57272"",""phid"":""ceeqljskytmrvobu"",""waid"":"""",""gos"":""android"",""gcampaign_id"":""2482"",""gproduct_id"":""2208";"1"
"20271";"4"
"20271"",""creative"":""";"1"
"20300"",""creative"":""";"1"
"20356";"1"
"20370";"1"
"20446";"2"
"20447";"1"
"20567";"9"
"20567"",""creative"":""";"45"
"20581";"1"
"20581"",""creative"":""";"2"
"20676";"6"
"20721";"265"
"20721"",""creative"":""";"186"
"20834";"3"
"20834"",""creative"":""";"1"
"208799b052fe8690feb535cfda6158efcaf1f076"",""creative_name"":""115-153_dragon_mania_legends_update_acquisition_30sec_onv02_de_ios";"1"
"20955";"104"
"20956";"1"
"20970";"2"
"21005"",""creative"":""";"1"
"21008";"1"
"21041";"4"
"21049";"2"
"21049"",""creative"":""";"1"
"21117";"3796"
"21117"",""creative"":""";"377"
"21120";"1"
"21130"",""creative"":""";"1"
"21141"",""creative"":""";"3"
"21147";"1"
"2116"",""ip"":""78.221.173.95"",""gift_type"":"""",""gift_amount"":"""",""external_campaign_id"":""57084"",""phid"":""42f7cb1bcddbafb9"",""waid"":"""",""gos"":""android"",""gcampaign_id"":""3502"",""gproduct_id"":""1845";"1"
"2116"",""ip"":""80.107.28.61"",""gift_type"":"""",""gift_amount"":"""",""external_campaign_id"":""57084"",""phid"":""lgv50058c96ac7"",""waid"":"""",""gos"":""android"",""gcampaign_id"":""3502"",""gproduct_id"":""1845";"1"
"2116"",""ip"":""88.81.52.109"",""gift_type"":"""",""gift_amount"":"""",""external_campaign_id"":""57084"",""phid"":""4790007cbed570ed"",""waid"":"""",""gos"":""android"",""gcampaign_id"":""3502"",""gproduct_id"":""1845";"1"
"2116"",""ip"":""95.180.166.116"",""gift_type"":"""",""gift_amount"":"""",""external_campaign_id"":""57084"",""phid"":""0123456789abcdef"",""waid"":"""",""gos"":""android"",""gcampaign_id"":""3502"",""gproduct_id"":""1845";"1"
"21169";"83"
"21196";"8"
"21196"",""creative"":""";"1"
"21210"",""creative"":""";"1"
"21265"",""creative"":""";"1"
"21415";"1"
"21416";"7"
"21434"",""creative"":""";"1"
"21478";"1"
"21512"",""creative"":""";"1"
"21615";"1"
"21624";"3"
"2164a437b327e14c6e83cc337ec5c4bdcd943c8f";"1"
"21732"",""creative"":""";"1"
"21837";"1"
"22040";"6"
"22040"",""creative"":""";"2"
"2208"",""ip"":""109.10.80.219"",""gift_type"":"""",""gift_amount"":"""",""external_campaign_id"":""57340"",""phid"":""4b1308685524924e"",""waid"":"""",""gos"":""android"",""gcampaign_id"":""1120"",""gproduct_id"":""1649";"1"
"22405";"8"
"22405"",""creative"":""";"3"
"22408";"1"
"22422";"5"
"22422"",""creative"":""";"7"
"22433";"1"
"22500";"1"
"22532";"6"
"22532"",""creative"":""";"3"
"22598";"19"
"22598"",""creative"":""";"1"
"22600";"1"
"22612";"1"
"22793";"11"
"22793"",""creative"":""";"7"
"22911";"14"
"22911"",""creative"":""";"5"
"22912";"19"
"22912"",""creative"":""";"5"
"2299993c91685ed46b7dfd91e91e2956a7b2080b";"3"
"2299993c91685ed46b7dfd91e91e2956a7b2080b"",""creative_name"":""dragon_mania_legends_30sec_ua_en_30fps_onv01";"1"
"2299993c91685ed46b7dfd91e91e2956a7b2080b"",""creative_name"":""n16_059_dmk_xpromo_loc_30s_onv01_en_pr_compressed.mov";"1"
"2299993c91685ed46b7dfd91e91e2956a7b2080b"",""creative_name"":""n16_083_dmk_ua01_30s_onv01_en_pr_comp.mp4";"2"
"22ef5b1b7da8eeed1187d1f7a203d96db4224f19a9e00d4b1ab1a90038a0a3d9ab41d4e650e55b4df195a1ff7414cd117b631bac502d5eee64a6fa3a11f60722906affa60c61d044991d57ed7a71cd9cb4f042f99553998392fee846b07db3e2";"1"
"23143";"3"
"23148";"3"
"23148"",""creative"":""";"2"
"23163";"1"
"23183";"13"
"23183"",""creative"":""";"16"
"23217";"2"
"23243";"1"
"2327"",""ip"":""64.72.37.3"",""gift_type"":"""",""gift_amount"":"""",""external_campaign_id"":""57038"",""phid"":""ca423cd04548c3f80d55be1680aa1592"",""waid"":""7caa0dab43b85ec2ac2557956ba3889c"",""gos"":""windows8"",""gcampaign_id"":""3760"",""gproduct_id"":""2566";"1"
"23273";"2"
"23273"",""creative"":""";"2"
"23326";"8"
"23326"",""creative"":""";"3"
"23374";"1"
"23440"",""creative"":""";"1"
"23500";"269"
"23500"",""creative"":""";"18"
"23511";"1"
"23517";"1"
"23586";"5"
"23586"",""creative"":""";"6"
"23679";"2"
"2372"",""ip"":""177.177.74.75"",""gift_type"":"""",""gift_amount"":"""",""external_campaign_id"":""57340"",""phid"":""04201471586250dc6c62fdc83c8050c9"",""waid"":"""",""gos"":""windows_phone8"",""gcampaign_id"":""3796"",""gproduct_id"":""1875";"1"
"2372"",""ip"":""77.187.96.58"",""gift_type"":"""",""gift_amount"":"""",""external_campaign_id"":""57340"",""phid"":""33f36c88b9a4699dee38fca9777619aa"",""waid"":"""",""gos"":""windows8"",""gcampaign_id"":""3032"",""gproduct_id"":""1875";"1"
"2372"",""ip"":""89.71.110.145"",""gift_type"":"""",""gift_amount"":"""",""external_campaign_id"":""57340"",""phid"":""734afe9a3eff1e7ea747725d0e353d29"",""waid"":"""",""gos"":""windows8"",""gcampaign_id"":""3032"",""gproduct_id"":""1875";"1"
"23773";"1"
"23829";"1"
"23829"",""creative"":""";"1"
"23880"",""creative"":""";"1"
"23c0f91f4951aaeca78130ba127dc9db";"1"
"24073";"1"
"24134";"26"
"24134"",""creative"":""";"2"
"24161";"1"
"24228";"10"
"24228"",""creative"":""";"8"
"24446";"3"
"24594";"22"
"24594"",""creative"":""";"3"
"24597";"1"
"24734"",""creative"":""";"1"
"24778";"1"
"24837";"1"
"25033";"23"
"25033"",""creative"":""";"4"
"25188";"118"
"25188"",""creative"":""";"4"
"25203";"20"
"25203"",""creative"":""";"9"
"25210"",""creative"":""";"2"
"25223";"1"
"25237";"1"
"25251";"2"
"25327";"1"
"25350";"1"
"25380";"7"
"25420";"4"
"25632";"1"
"25652";"6"
"25652"",""creative"":""";"2"
"25743";"47"
"25743"",""creative"":""";"13"
"25745";"1"
"25747"",""creative"":""";"2"
"25777";"11"
"25777"",""creative"":""";"3"
"26052";"9"
"26052"",""creative"":""";"5"
"26076";"1"
"26108";"1"
"26113";"8"
"26113"",""creative"":""";"6"
"26169";"3"
"26169"",""creative"":""";"3"
"26186"",""creative"":"""",""creative_name"":""";"2"
"26189";"3"
"26189"",""creative"":"""",""creative_name"":""";"1"
"26248";"1"
"26279";"31"
"26279"",""creative"":""";"14"
"26366"",""creative"":""";"1"
"26422ce6775ff9c4e39f7abd8718949781c8ee9d";"1"
"26507"",""creative"":""";"1"
"26508";"1"
"26508"",""creative"":""";"1"
"26668";"1"
"26686";"197"
"26739"",""creative"":""";"1"
"26809";"2"
"26809"",""creative"":""";"3"
"26814";"1"
"26892";"7"
"26892"",""creative"":""";"2"
"27027";"6"
"27031";"86"
"27031"",""creative"":""";"57"
"27037";"1"
"27051";"2"
"27058";"1"
"27078"",""creative"":""";"1"
"27105";"2"
"27206";"30"
"27206"",""creative"":""";"12"
"27323";"4"
"27323"",""creative"":""";"4"
"273305e42914fb6bc4c6a19b35e6ccfec91e0dc6"",""creative_name"":""vidmkt_049_dh5_upd4_30s_kr_onv02_vo_android";"1"
"27645";"1"
"27683"",""creative"":""";"2"
"276bb989d1dc50ec7b898f774008e673100fcf79"",""creative_name"":""dragon mania legends ios live action 062116";"1"
"27803";"2"
"27893"",""creative"":""";"1"
"27903";"2"
"27903"",""creative"":""";"1"
"27924"",""creative"":""";"1"
"28016"",""creative"":""";"1"
"28023";"14"
"28023"",""creative"":""";"1"
"28187";"6"
"28187"",""creative"":""";"3"
"28282";"65"
"28282"",""creative"":""";"14"
"28283";"35"
"28283"",""creative"":""";"2"
"28309";"4"
"28309"",""creative"":""";"1"
"28349";"5"
"28349"",""creative"":""";"2"
"28479";"1"
"28486";"7"
"28486"",""creative"":""";"3"
"28487";"134"
"28488";"15"
"28488"",""creative"":""";"7"
"28490";"21"
"28490"",""creative"":""";"8"
"28491";"106"
"28491"",""creative"":""";"14"
"28494";"43"
"28494"",""creative"":""";"11"
"28500";"1"
"28545bd745686e69ee1ebfda294119045817af50";"1"
"28566";"51"
"28566"",""creative"":""";"9"
"28692";"1"
"28964";"1"
"29043";"2"
"29144";"1"
"29164";"2"
"29170";"2"
"29170"",""creative"":""";"2"
"29202";"54"
"29202"",""creative"":""";"3"
"29205";"12"
"29205"",""creative"":""";"1"
"29245";"1"
"29345";"1"
"29508"",""creative"":""";"1"
"29552";"2"
"29552"",""creative"":""";"1"
"29752";"1"
"29780";"3"
"29785";"21"
"29785"",""creative"":""";"4"
"2ab91c3fdcae7823618c33b94d660d412dadc213"",""creative_name"":""dragon_mania_legends_30sec_ua_en_30fps_onv01";"1"
"2ab91c3fdcae7823618c33b94d660d412dadc213"",""creative_name"":""n16_083_dmk_ua02_30s_onv01_en_pr_comp.mp4";"2"
"2f81704b281a7004909c16a61cda294c44cf5e3f";"1"
"2fa9d2bd98af5844ee5f7f06ff7403e2bd6da8c0"",""creative_name"":""vidmkt_109_dh5_gameplay_version_onv02_kr_lq_android_30s";"1"
"30005";"2"
"30078";"6"
"30078"",""creative"":""";"1"
"30141";"4"
"30141"",""creative"":""";"2"
"30160";"7"
"30160"",""creative"":""";"4"
"30183";"52"
"30183"",""creative"":""";"5"
"30184";"112"
"30193";"89"
"30193"",""creative"":""";"41"
"30267";"1"
"30342";"5"
"30342"",""creative"":""";"3"
"30371";"1"
"30489"",""creative"":""";"1"
"30543";"1"
"30576";"1"
"30576"",""creative"":""";"1"
"30594";"2"
"30594"",""creative"":""";"2"
"30598";"18"
"30598"",""creative"":""";"4"
"30730";"1"
"30871";"4"
"30871"",""creative"":""";"2"
"30bca902876c21f7cfe8517bbd475db582f8ba14"",""creative_name"":""disney magic kingdoms android_ua01_30s_onv01_en_pr";"1"
"30e56c41c49c1e463b404c869819933541cb355d"",""creative_name"":""disney magic kingdoms android_ua01_30s_onv01_en_pr";"1"
"30f88494aa29da10ef62887009824fa6e85f5447";"1"
"31227";"38"
"31227"",""creative"":""";"30"
"31387"",""creative"":""";"1"
"31433";"1"
"31451";"10"
"31451"",""creative"":""";"3"
"31474";"1"
"31475";"11"
"31475"",""creative"":""";"2"
"31603";"16"
"31603"",""creative"":""";"4"
"31626";"1"
"31712";"1"
"31883";"1"
"31895";"255"
"31895"",""creative"":""";"21"
"31938";"4"
"31d61a09487b9447fd6970bbc7c97a6fcc26d98c";"1"
"32020";"1"
"32022";"4"
"32022"",""creative"":""";"1"
"32050";"4"
"32050"",""creative"":""";"1"
"32160";"4"
"32160"",""creative"":""";"7"
"32164";"1"
"32164"",""creative"":""";"1"
"32176";"1"
"32322";"3"
"32322"",""creative"":""";"2"
"32337";"4"
"32337"",""creative"":""";"1"
"32340";"2"
"32341";"1"
"32347";"8"
"32347"",""creative"":""";"6"
"32348";"31"
"32348"",""creative"":""";"9"
"32350";"5"
"32361";"54"
"32361"",""creative"":""";"11"
"32541";"4"
"32684";"257"
"32684"",""creative"":""";"407"
"32862";"1"
"32880";"1"
"32ba606587bd117308ad07f56e5da3774246790d"",""creative_name"":""disney magic kingdoms android_ua01_30s_onv01_en_pr";"1"
"32ba606587bd117308ad07f56e5da3774246790d"",""creative_name"":""disney magic kingdoms android_ua02_30s_onv01_en_pr";"1"
"32ba606587bd117308ad07f56e5da3774246790d"",""creative_name"":""disney magic kingdoms android_xpromo_loc_30s_onv01_en_pr";"1"
"33070"",""creative"":""";"1"
"33162";"1"
"33183";"1"
"33228"",""creative"":""";"1"
"33355";"113"
"33355"",""creative"":""";"20"
"33364";"1"
"33441";"1"
"33478";"1"
"33480";"34"
"33480"",""creative"":""";"23"
"33535";"1"
"33564";"1"
"33566";"19"
"33566"",""creative"":""";"8"
"33623";"59"
"33623"",""creative"":""";"6"
"33666";"3"
"33666"",""creative"":""";"3"
"33696";"13"
"33696"",""creative"":""";"12"
"3395339f8cbf2b91792d3bd5a38c1d52175f3962";"1"
"34186";"4"
"34186"",""creative"":""";"2"
"3432bc1d7ed6f6ac618bec72a9d7be06630df17b";"1"
"34440"",""creative"":""";"1"
"34542";"10"
"34542"",""creative"":""";"6"
"34713"",""creative"":"""",""creative_name"":""";"1"
"34817";"3"
"34844";"6"
"34844"",""creative"":""";"1"
"34914";"1"
"34914"",""creative"":""";"1"
"34937"",""creative"":""";"1"
"34953";"2"
"34953"",""creative"":""";"1"
"34996";"5"
"34ccfec4482b9b42b7cec9c277650742ffc86015";"1"
"34e1c44ac6caa9c69aa2c08f8363ce9eddc62fa5"",""creative_name"":""n16_059_dmk_xpromo_loc_30s_onv01_en_pr_compressed.mov";"1"
"35016";"46"
"35016"",""creative"":""";"17"
"35022";"26"
"35044";"1"
"35059";"1"
"35103"",""creative"":""";"1"
"35440";"4"
"35449";"1"
"35477";"35"
"35477"",""creative"":""";"5"
"35584";"13"
"35584"",""creative"":""";"1"
"35734"",""creative"":""";"1"
"35786";"2"
"35786"",""creative"":""";"2"
"35803";"225"
"35803"",""creative"":""";"52"
"35877";"27"
"35877"",""creative"":""";"4"
"35939";"2"
"36608";"1"
"36614";"40"
"36614"",""creative"":""";"2"
"36615";"1"
"36765";"5"
"36827";"1"
"36828";"35"
"36828"",""creative"":""";"9"
"36829";"146"
"36829"",""creative"":""";"117"
"36832";"1"
"36929";"1"
"37008";"1"
"37012";"5"
"3705cbbde82704fcecdbaa9fed64f0a56d2c8c68"",""creative_name"":""n16_083_dmk_ua01_30s_onv01_en_pr_comp.mp4";"1"
"37061";"3"
"37061"",""creative"":""";"3"
"37070";"3"
"37070"",""creative"":""";"1"
"37115";"44"
"37115"",""creative"":""";"23"
"37134";"29"
"37134"",""creative"":""";"3"
"37432";"1"
"37438";"1"
"37438"",""creative"":""";"1"
"37584";"78"
"37584"",""creative"":""";"3"
"37767";"1"
"37941";"1"
"37941"",""creative"":""";"1"
"37a18a07ba8eebe04ef5b17ad161dc3cec46940e";"1"
"38049";"1"
"38123";"1"
"38123"",""creative"":""";"2"
"38186";"8"
"38186"",""creative"":""";"1"
"38302";"1"
"38365";"3"
"38379";"2"
"38390";"1"
"38392";"4"
"38392"",""creative"":""";"2"
"38399";"20"
"38399"",""creative"":""";"5"
"38654";"61"
"38654"",""creative"":""";"62"
"38657";"17"
"38657"",""creative"":""";"4"
"38660";"3"
"38660"",""creative"":""";"4"
"38695";"3"
"38718";"1"
"38909";"1"
"38940";"1"
"39061";"2"
"39061"",""creative"":""";"1"
"39225";"10"
"39225"",""creative"":""";"4"
"39555";"1"
"39626";"128"
"39674";"5"
"39821";"22"
"39821"",""creative"":""";"17"
"39829";"1"
"39905"",""creative"":""";"1"
"39929";"1"
"39929"",""creative"":""";"1"
"39930";"1"
"39950";"1"
"39996";"4"
"39c7c188ad2777c522deecb68b63da77edde3e47"",""creative_name"":""disney magic kingdoms android v2 kr_30s";"1"
"3a9dc75fb35bed1f0cd4ff37497543e898b093770e9615358956a71ce909eec9a2602848de6e840a2d595e781bdc9189ffcd752845d10b51d8503a8f55b3e97e5ae1d4202e10ebb50c4113cdda426f0319abc11e0bdedf46c3b51683543fdc08";"1"
"3d832639e05ed7901be0f3b43ddc3869";"5"
"3e941032ca01c0b0a223e40468f54f653c241f36"",""creative_name"":""disney magic kingdoms android_ua01_30s_onv01_en_pr";"1"
"3f0b9544020fbb11d9a9407254558c049571748d"",""creative_name"":""n16_059_dmk_xpromo_loc_15s_onv01_en_pr_compressed.mov";"1"
"3ff4b775f82e8863e8baffc180cea0df6025b397";"1"
"40010";"1"
"40052"",""creative"":""";"1"
"40209";"1"
"40231";"2"
"40231"",""creative"":""";"1"
"40330";"1"
"40435";"30"
"40530";"108"
"40530"",""creative"":""";"35"
"40545";"1"
"40582"",""creative"":""";"1"
"40700"",""creative"":""";"1"
"40751"",""creative"":""";"1"
"40891";"3"
"40891"",""creative"":""";"1"
"41152";"2"
"41152"",""creative"":""";"2"
"41154";"6"
"41154"",""creative"":""";"1"
"41199";"2"
"41272"",""creative"":""";"1"
"41408";"2"
"41408"",""creative"":""";"1"
"41446";"2"
"41446"",""creative"":""";"2"
"41520";"1"
"41565";"142"
"41565"",""creative"":""";"26"
"41566";"1"
"41583";"1"
"41678";"1"
"41702";"3"
"41702"",""creative"":""";"6"
"41710";"2"
"41741";"1"
"41741"",""creative"":""";"1"
"41765";"15"
"41765"",""creative"":""";"3"
"41827";"59"
"41827"",""creative"":""";"23"
"41862";"1"
"41901";"3"
"41901"",""creative"":""";"1"
"41962";"3"
"42051";"3"
"42051"",""creative"":""";"1"
"42063";"1"
"42064";"1"
"42064"",""creative"":""";"3"
"42154";"1"
"42390";"1"
"42399"",""creative"":""";"1"
"42993";"390"
"42993"",""creative"":""";"3"
"43019";"1"
"43198";"1"
"43214";"3"
"432160a1243e83c6f90048eb7e00398377251541484e5b3d396716e4c4d1b4b66985af5538aaaa61adce306f121f94a93d87900a4bedad4427095814e92c3ab15a97eef02dde9feeb6c006971141f0b739e79b406047d3a886294d44984787ec";"2"
"43327";"1"
"43415";"220"
"43415"",""creative"":""";"16"
"43459";"2"
"43459"",""creative"":""";"2"
"43490";"321"
"43490"",""creative"":""";"43"
"43515";"1"
"43574";"1"
"43744";"1"
"43744"",""creative"":""";"3"
"43747";"3"
"43747"",""creative"":""";"1"
"43766";"3"
"43805";"1"
"43805"",""creative"":""";"1"
"43959";"1"
"43bded4705a5c483a7ddffe4e031dd3b";"1"
"44011";"1"
"44043";"2"
"44454";"3"
"44575";"3"
"44575"",""creative"":""";"1"
"44826"",""creative"":""";"1"
"44836";"1"
"44854";"15"
"44854"",""creative"":""";"7"
"44954";"1"
"44f9c958ac4b526a21092e15afbf718abc477512"",""creative_name"":""dungeon_hunter_5_n15_019_dh5_upd5_cgi_tr_ksa_uae_onv02_cta_adcolony_ios";"3"
"4504876769-657"",""creative"":""7ef9b56a04";"1"
"45159";"1"
"45243";"10"
"45243"",""creative"":""";"4"
"45373";"1"
"45390";"3"
"45390"",""creative"":""";"1"
"45408";"2"
"45473";"1"
"45ad7dbdeced0fe75268e4ec34d22d8d8b074541";"1"
"46041"",""creative"":""";"1"
"46310"",""creative"":""";"1"
"46408";"8"
"46408"",""creative"":""";"4"
"46413";"1"
"46620"",""creative"":""";"1"
"46661";"28"
"46661"",""creative"":""";"24"
"46758";"6"
"46795";"1"
"46839";"2"
"46848";"1"
"46920";"1"
"47"",""sub_publisher2"":""b8bea256-f9ef-11e5-ae9e-114013c42315"",""creative"":""";"1"
"470b5d02328b7c1d2b2fc582911d2fb3";"2"
"47159"",""creative"":""";"1"
"47262";"1"
"47370";"8"
"47372";"90"
"47372"",""creative"":""";"19"
"47443";"4"
"47603";"1"
"47646";"12"
"47884";"1"
"47899";"1"
"48144";"2"
"48151";"6"
"48152";"10"
"48152"",""creative"":""";"1"
"48154";"18"
"48154"",""creative"":""";"7"
"48155";"2"
"48194";"126"
"48194"",""creative"":""";"19"
"481f3362fa79eb6d33ac76306992f7a5c2b6b03d";"1"
"48277";"7"
"48277"",""creative"":""";"2"
"48470";"8"
"48494";"1"
"48625";"1"
"48677";"1"
"48689";"8"
"48689"",""creative"":""";"1"
"48774"",""creative"":""";"1"
"49"",""sub_publisher2"":""48205984"",""creative"":""";"1"
"49002";"1"
"49006";"1"
"49055";"1"
"49085";"12"
"49085"",""creative"":""";"3"
"49088";"2"
"49095";"1"
"49096";"85"
"49096"",""creative"":""";"11"
"49161";"1"
"49424";"1"
"49469";"1"
"49662";"1"
"49707";"2"
"49707"",""creative"":""";"2"
"49746";"2"
"49746"",""creative"":""";"1"
"49853";"16"
"49853"",""creative"":""";"11"
"49854";"2"
"49955";"1"
"49955"",""creative"":""";"1"
"49987";"1"
"49996";"6"
"49998";"37"
"49998"",""creative"":""";"26"
"4a46927dc2741e56ef731cc2f46548396f05e2f3"",""creative_name"":""n16_059_dmk_xpromo_loc_30s_onv01_en_pr_compressed.mov";"1"
"4c5dcb5386a4b0e1a9a01c892e64558eff21fc90"",""creative_name"":""dragon_mania_legends_30sec_ua_en_30fps_onv01";"1"
"4ccea77e826958d5b5cd747330aa1c5fe2915f46"",""creative_name"":""dragon mania legends vidmkt_144_dml_euro_2016_en_no_badges_onv01_hq";"1"
"4d6a682f25902996919a7ba2d8b20044ef5fad5c";"1"
"4de5cff8a2446603299aa0cf5b9dd963df99e99c"",""creative_name"":""vidmkt_049_dh5_upd4_30s_ru_onv01_cta";"1"
"4e5d8de9ea28745ba08210cbc6480039e6f7aadf"",""creative_name"":""disney magic kingdoms android_xpromo_loc_30s_onv01_en_pr";"1"
"4edbb84148aaaf53c3d600f8e425915c0a33f299";"1"
"4f1bbd80354091a202af6d4d91cdf48f2762e33b"",""creative"":"""",""creative_name"":""";"1"
"50042";"14"
"50042"",""creative"":""";"2"
"50046b006";"2"
"50046b006d791be34e17e959"",""sub_publisher2"":""hay day"",""creative_name"":""vungle_15s_dungeon_hunter_5_e";"2"
"50048";"16"
"50048"",""creative"":""";"3"
"50101";"1"
"50259";"4"
"50272";"11"
"50272"",""creative"":""";"3"
"50280"",""creative"":""";"1"
"50313";"1"
"50318"",""creative"":""";"1"
"50406";"7"
"50529";"1"
"50557";"2"
"50595"",""creative"":""";"1"
"50672";"1"
"50672"",""creative"":""";"7"
"50675";"1569"
"50675"",""creative"":""";"634"
"50676";"2"
"50677";"1"
"50763"",""creative"":""";"1"
"50776";"1"
"50824";"1"
"50824"",""creative"":""";"1"
"50904";"10"
"50904"",""creative"":""";"1"
"50f5ddd21";"1"
"51039";"71"
"51050";"33"
"51050"",""creative"":""";"6"
"51078";"6"
"51298";"2"
"51362";"1"
"51369";"10"
"51369"",""creative"":""";"3"
"51372";"1"
"51372"",""creative"":""";"1"
"51676";"4"
"51678";"8"
"51678"",""creative"":""";"2"
"51734"",""creative"":""";"1"
"51737";"2"
"51737"",""creative"":""";"2"
"51761";"1"
"51761"",""creative"":""";"1"
"51764";"7"
"51816";"1"
"51904";"1"
"51fa13f27dfd34f2c912e734a9683ddd";"1"
"52170";"1"
"52188";"2"
"522608201";"1"
"52333";"2"
"52334";"11"
"52334"",""creative"":""";"5"
"523cf201d7f327f9aef08e5d49edab5ed2b10562"",""creative_name"":""vidmkt_049_dh5_upd4_30s_ru_onv01_cta";"1"
"52421";"3"
"5242caf9a";"1"
"52505";"22"
"52524";"1"
"52539";"19"
"52540";"1"
"52584";"1"
"52586";"5"
"52586"",""creative"":""";"2"
"52598";"3"
"52598"",""creative"":""";"2"
"52a764b09";"4"
"52a764b09fd76a3932000008"",""sub_publisher2"":""hay day android"",""creative_name"":""client_29s_dragonmanialegends_zh_160725_and_l";"3"
"52a764b09fd76a3932000008"",""sub_publisher2"":""hay day android"",""creative_name"":""client_30s_disneymagickingdom_cn";"1"
"52a861166";"1"
"52b7d6c4108fe8347200000a"",""sub_publisher2"":""township"",""creative_name"":""client_30s_dragonmanialegends_zh_160728_and_landsca";"1"
"52eb1d5c1";"1"
"52feb79227bc0e8b1f93b04b458448442dc5570f"",""creative_name"":""dragon_mania_legends_ios_acv revision_07292016_29s";"1"
"52feb79227bc0e8b1f93b04b458448442dc5570f"",""creative_name"":""n16_059_dmk_xpromo_loc_30s_onv01_en_pr_compressed.mov";"1"
"5346f0237";"1"
"53536";"2"
"53624";"3"
"53652";"1"
"53687";"1"
"53983";"2"
"53987"",""creative"":""";"1"
"53e0f922936129bc6d000033"",""sub_publisher2"":""ios freecell"",""creative_name"":""client_30s_dragonmanialegends_zh_160728_ios_landsc";"1"
"5432c0f02f64768173000111"",""sub_publisher2"":""my talking angela - iphone"",""creative_name"":""vungle_15s_dragonmanialegends_de_160706_ios_landscap";"1"
"54443";"3"
"54443"",""creative"":""";"1"
"54465";"3"
"54465"",""creative"":""";"1"
"54538";"1"
"54549";"1"
"5455d27fcd36fecb8b6b32272d756816b4de5541"",""creative_name"":""vidmkt_030_dragon_mania_ua_30s_115-212_onv01_hq_ios";"1"
"54602";"313"
"54602"",""creative"":""";"184"
"54620";"1"
"54627";"49"
"54627"",""creative"":""";"13"
"54663";"7"
"54663"",""creative"":""";"1"
"54676";"1"
"54683";"1"
"54684";"2"
"54684"",""creative"":""";"3"
"54686";"1"
"54691";"2"
"54747";"1"
"54789";"1"
"54789"",""creative"":""";"1"
"54812";"1"
"54814";"3"
"54814"",""creative"":""";"1"
"54950";"23"
"54950"",""creative"":""";"19"
"54990";"2"
"54b3c863c";"1"
"54b3c863cce46dc77000002f"",""sub_publisher2"":""family farm seaside-android"",""creative_name"":""client_29s_dragonmanialegends_zh_160725_and_l";"1"
"54d6c432355699a8b9adb301d9dbf035ba62b3d0";"1"
"55001dbe4fdebb3e3d00000d"",""sub_publisher2"":""pic collage"",""creative_name"":""client_29s_dragonmanialegends_zh_160725_and_l";"1"
"550b9b50a21af39417000112"",""sub_publisher2"":""princess salon"",""creative_name"":""client_30s_disneymagickingdom_cn";"1"
"55105";"5"
"55105"",""creative"":""";"2"
"55238";"8"
"55301";"3"
"55301"",""creative"":""";"2"
"553f51b76f6171135f00004a"",""sub_publisher2"":""tapcash - \u6416\u9322\u6a39"",""creative_name"":""client_29s_dragonmanialegends_zh_160725_and_l";"1"
"5552167b1";"1"
"55651";"1"
"55732";"9"
"55732"",""creative"":""";"2"
"55766";"1"
"55783";"1"
"55847";"40"
"55847"",""creative"":""";"2"
"55848";"8"
"55848"",""creative"":""";"5"
"5587c25959b1a0201a0001ad"",""sub_publisher2"":""ios: magic jigsaw puzzles"",""creative_name"":""vungle_30s_dragonmanialegends_de_160706_ios_landscape_";"1"
"55c9a4c36c09eb2e5b000388"",""sub_publisher2"":""piano tiles 2(don't tap...2)"",""creative_name"":""client_30s_disneymagickingdom_cn";"1"
"55dc1da00";"1"
"55ef5f4a54f4d7ba7d0000d6"",""sub_publisher2"":""restaurant story"",""creative_name"":""client_30s_dragonmanialegends_zh_160728_ios_landsc";"1"
"55f9fd3a33fe9e205d000110"",""sub_publisher2"":""earn to die 2"",""creative_name"":""client_29s_dragonmanialegends_zh_160725_and_l";"1"
"56078";"2"
"56310";"17"
"56310"",""creative"":""";"6"
"5631c2ccc";"1"
"56373";"1"
"5642ec07b3ec8e0d32000025"",""sub_publisher2"":""zombie frontier 3 ios"",""creative_name"":""client_30s_disneymagickingdo";"1"
"5645ea34d86cc1d66200000e"",""sub_publisher2"":""color switch"",""creative_name"":""vungle_15s_dungeon_hunter_5_e";"1"
"5645ea34d86cc1d66200000e"",""sub_publisher2"":""color switch"",""creative_name"":""vungle_30s_dragonmanialegends_de_160706_ios_landscape_";"1"
"56473";"2"
"56474";"28"
"56474"",""creative"":""";"10"
"564eb851b";"1"
"564eb851bb12d7121800001a"",""sub_publisher2"":""\u5929\u5929\u8fc7\u9a6c\u8def-wp"",""creative_name"":""client_21s_asphalt_8_eng_";"1"
"564eb851bb12d7121800001a"",""sub_publisher2"":""\u5929\u5929\u8fc7\u9a6c\u8def-wp"",""creative_name"":""client_30s_asphalt_8_eng_151118";"3"
"564fd9d0508f55b94c000008"",""sub_publisher2"":""farm village"",""creative_name"":""client_29s_dragonmanialegends_zh_160725_and_l";"1"
"56558";"1"
"56647";"8"
